,Unnamed: 0_x,hh_sex,hh_age,cond_migracion,escolaridad,work_30days,mig_ocupacion,orig_ocupacion,student_status,modalidad_educacion,no_escuela_why,no_escuela_why/1,no_escuela_why/2,no_escuela_why/3,no_escuela_why/4,no_escuela_why/5,no_escuela_why/6,no_escuela_why/7,no_escuela_why/8,no_escuela_why/9,no_escuela_why/10,no_escuela_why/11,no_escuela_why/12,no_escuela_why/13,no_escuela_why/14,no_escuela_why/15,no_escuela_why/16,no_escuela_why/17,no_escuela_why/18,no_escuela_why/19,no_escuela_why/20,no_escuela_why/21,no_escuela_why/22,no_escuela_why/23,no_escuela_why/24,no_escuela_why/88,no_escuela_why/99,school_feeding,income_contributer_main,income_manager,housework_yn,pregnant_yn,breastfeeding_yn,vulnerability,vulnerability/1,vulnerability/2,vulnerability/3,vulnerability/99,_index_x,_parent_table_name_x,rsp_id,_submission__id_x,_submission__uuid_x,_submission__submission_time_x,_submission__validation_status_x,_submission__notes_x,_submission__status_x,_submission__submitted_by_x,_submission__tags_x,country_x,migrated_yn_x,Unnamed: 0_y,mig_ext_sex,mig_ext_age,mig_ext_motivo,mig_ext_motivo/1,mig_ext_motivo/2,mig_ext_motivo/3,mig_ext_motivo/4,mig_ext_motivo/5,mig_ext_motivo/6,mig_ext_motivo/7,mig_ext_motivo/8,mig_ext_motivo/9,mig_ext_motivo/10,mig_ext_motivo/11,mig_ext_motivo/12,mig_ext_motivo/13,mig_ext_motivo/14,mig_ext_motivo/15,mig_ext_motivo/16,mig_ext_motivo/99,mig_ext_acompany,mig_ext_acompany/1,mig_ext_acompany/2,mig_ext_acompany/3,mig_ext_acompany/4,mig_ext_acompany/5,mig_ext_acompany/6,mig_ext_acompany/7,mig_ext_acompany/8,mig_ext_acompany/9,mig_ext_acompany/99,mig_ext_medio,mig_ext_medio/1,mig_ext_medio/2,mig_ext_medio/3,mig_ext_medio/4,mig_ext_medio/5,mig_ext_medio/6,mig_ext_medio/7,mig_ext_medio/8,mig_ext_medio/9,mig_ext_medio/10,mig_ext_medio/11,mig_ext_medio/12,mig_ext_medio/99,mig_ext_cost_awareness,mig_ext_cost_currency,mig_ext_cost_total,mig_ext_attempts,mig_ext_cost_dist_awareness,mig_ext_cost_transportation,mig_ext_cost_subsistence,mig_ext_cost_intermediaries,mig_ext_cost_other,sum_gasto_viaje,note_mig_calculo,mig_ext_finance,mig_ext_finance/1,mig_ext_finance/2,mig_ext_finance/3,mig_ext_finance/4,mig_ext_finance/5,mig_ext_finance/6,mig_ext_finance/7,mig_ext_finance/8,mig_ext_finance/9,mig_ext_finance/10,mig_ext_finance/11,mig_ext_finance/99,mig_ext_violence,mig_ext_violence/1,mig_ext_violence/2,mig_ext_violence/3,mig_ext_violence/4,mig_ext_violence/5,mig_ext_violence/6,mig_ext_violence/7,mig_ext_violence/8,mig_ext_violence/9,mig_ext_violence/10,mig_ext_violence/11,mig_ext_violence/99,mig_ext_violence_who,mig_ext_violence_who/1,mig_ext_violence_who/2,mig_ext_violence_who/3,mig_ext_violence_who/4,mig_ext_violence_who/5,mig_ext_violence_who/6,mig_ext_violence_who/7,mig_ext_violence_who/99,mig_ext_country,mig_ext_country_other,mig_ext_llego,mig_ext_return,_index_y,_parent_table_name_y,_submission__id_y,_submission__uuid_y,_submission__submission_time_y,_submission__validation_status_y,_submission__notes_y,_submission__status_y,_submission__submitted_by_y,_submission__tags_y,country_y,mig_ext_finance_group/1,mig_ext_finance_group/2,mig_ext_finance_group/3,mig_ext_medio_group/1,mig_ext_medio_group/2,mig_ext_medio_group/3,cost_per_attempt,migrated_yn_y
188,1828,2,37,3,6.0,1.0,1.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,3,0.0,0.0,1.0,0.0,1829,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,425,173406256,c8fda542-c6eb-46b9-bc2f-5852dff3bedc,2021-04-23T23:58:03,,[],submitted_via_web,wfpmandeteam,[],GT,1,138,2,37,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,6.5,1.0,1.0,60.0,20.0,10.0,10.0,100.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,2,1.0,143,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173406256,c8fda542-c6eb-46b9-bc2f-5852dff3bedc,2021-04-23T23:58:03,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,0,1,6.5,1
189,1870,2,11,4,3.0,0.0,88.0,88.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,3,0.0,0.0,1.0,0.0,1871,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,434,173407474,cd5674f0-eb59-444a-9673-bba2772cdb0a,2021-04-24T00:14:18,,[],submitted_via_web,wfpmandeteam,[],HND,1,142,2,11,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,2050.0,1.0,0.0,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1,,1,,147,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173407474,cd5674f0-eb59-444a-9673-bba2772cdb0a,2021-04-24T00:14:18,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,0,0,1,2050.0,1
190,1870,2,11,4,3.0,0.0,88.0,88.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,3,0.0,0.0,1.0,0.0,1871,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,434,173407474,cd5674f0-eb59-444a-9673-bba2772cdb0a,2021-04-24T00:14:18,,[],submitted_via_web,wfpmandeteam,[],HND,1,143,1,12,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,2050.0,1.0,0.0,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1,,1,,148,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173407474,cd5674f0-eb59-444a-9673-bba2772cdb0a,2021-04-24T00:14:18,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,0,0,1,2050.0,1
191,1871,1,12,4,3.0,0.0,88.0,88.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,3,0.0,0.0,1.0,0.0,1872,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,434,173407474,cd5674f0-eb59-444a-9673-bba2772cdb0a,2021-04-24T00:14:18,,[],submitted_via_web,wfpmandeteam,[],HND,1,142,2,11,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,2050.0,1.0,0.0,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1,,1,,147,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173407474,cd5674f0-eb59-444a-9673-bba2772cdb0a,2021-04-24T00:14:18,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,0,0,1,2050.0,1
192,1871,1,12,4,3.0,0.0,88.0,88.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,3,0.0,0.0,1.0,0.0,1872,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,434,173407474,cd5674f0-eb59-444a-9673-bba2772cdb0a,2021-04-24T00:14:18,,[],submitted_via_web,wfpmandeteam,[],HND,1,143,1,12,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,2050.0,1.0,0.0,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1,,1,,148,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173407474,cd5674f0-eb59-444a-9673-bba2772cdb0a,2021-04-24T00:14:18,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,0,0,1,2050.0,1
193,1915,2,32,5,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,3,0.0,0.0,1.0,0.0,1916,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,443,173407496,a8ea6449-f576-4289-8490-b929748a3958,2021-04-24T00:14:26,,[],submitted_via_web,wfpmandeteam,[],HND,1,149,2,32,1 2 6 7,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.0,7380.0,1.0,0.0,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1,,1,,154,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173407496,a8ea6449-f576-4289-8490-b929748a3958,2021-04-24T00:14:26,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,1,0,7380.0,1
198,1953,1,31,3,3.0,0.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,3,0.0,0.0,1.0,0.0,1954,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,450,173408312,6d4d2d4b-55a6-476f-a9db-5570a1362383,2021-04-24T00:27:15,,[],submitted_via_web,wfpmandeteam,[],GT,1,154,2,17,1 9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,5000.0,2.0,0.0,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,1,,159,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173408312,6d4d2d4b-55a6-476f-a9db-5570a1362383,2021-04-24T00:27:15,,[],submitted_via_web,wfpmandeteam,[],GT,0,1,0,0,1,0,2500.0,1
199,1957,1,36,3,5.0,0.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,3,0.0,0.0,1.0,0.0,1958,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,451,173408315,12843e00-c099-4f02-90fe-bf79a42164d9,2021-04-24T00:27:16,,[],submitted_via_web,wfpmandeteam,[],GT,1,155,2,15,7 1 2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.0,5850.0,1.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,1,,160,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173408315,12843e00-c099-4f02-90fe-bf79a42164d9,2021-04-24T00:27:16,,[],submitted_via_web,wfpmandeteam,[],GT,0,1,0,1,0,0,5850.0,1
200,1958,2,38,3,3.0,0.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,3,0.0,0.0,1.0,0.0,1959,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,451,173408315,12843e00-c099-4f02-90fe-bf79a42164d9,2021-04-24T00:27:16,,[],submitted_via_web,wfpmandeteam,[],GT,1,155,2,15,7 1 2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.0,5850.0,1.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,1,,160,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173408315,12843e00-c099-4f02-90fe-bf79a42164d9,2021-04-24T00:27:16,,[],submitted_via_web,wfpmandeteam,[],GT,0,1,0,1,0,0,5850.0,1
201,1965,2,25,5,4.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1966,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,453,173408319,baf11a1a-bd58-4ad8-a862-3912e18ba370,2021-04-24T00:27:18,,[],submitted_via_web,wfpmandeteam,[],GT,1,156,2,25,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.0,260.0,1.0,,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,1,,161,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173408319,baf11a1a-bd58-4ad8-a862-3912e18ba370,2021-04-24T00:27:18,,[],submitted_via_web,wfpmandeteam,[],GT,0,0,1,1,0,0,260.0,1
202,1971,1,11,3,3.0,0.0,9.0,9.0,2.0,7.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,1.0,0.0,0.0,3,0.0,0.0,1.0,0.0,1972,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,454,173408947,ca5d3fad-290d-43c6-ad0c-2f978b72a30b,2021-04-24T00:38:42,,[],submitted_via_web,wfpmandeteam,[],GT,1,157,2,41,7 1 2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,4550.0,2.0,0.0,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,,162,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173408947,ca5d3fad-290d-43c6-ad0c-2f978b72a30b,2021-04-24T00:38:42,,[],submitted_via_web,wfpmandeteam,[],GT,0,0,1,0,1,0,2275.0,1
203,1975,2,41,5,4.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1976,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,454,173408947,ca5d3fad-290d-43c6-ad0c-2f978b72a30b,2021-04-24T00:38:42,,[],submitted_via_web,wfpmandeteam,[],GT,1,157,2,41,7 1 2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,4550.0,2.0,0.0,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,,162,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173408947,ca5d3fad-290d-43c6-ad0c-2f978b72a30b,2021-04-24T00:38:42,,[],submitted_via_web,wfpmandeteam,[],GT,0,0,1,0,1,0,2275.0,1
206,2000,2,50,3,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,3,0.0,0.0,1.0,0.0,2001,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,458,173409097,bba3ab9f-b251-4be6-beca-12ac39b15ce0,2021-04-24T00:41:58,,[],submitted_via_web,,[],GT,1,160,2,50,6 1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,5200.0,1.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1 3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,2,5.0,165,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173409097,bba3ab9f-b251-4be6-beca-12ac39b15ce0,2021-04-24T00:41:58,,[],submitted_via_web,,[],GT,0,1,0,0,1,0,5200.0,1
207,2122,2,28,6,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2123,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,484,173410475,83cbaa4b-c0e5-4ca0-bcc1-862f32a14265,2021-04-24T01:04:53,,[],submitted_via_web,,[],GT,1,165,2,28,2 6 8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,7800.0,2.0,99.0,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,1,,170,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173410475,83cbaa4b-c0e5-4ca0-bcc1-862f32a14265,2021-04-24T01:04:53,,[],submitted_via_web,,[],GT,1,0,0,0,1,0,3900.0,1
219,2218,2,21,5,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2219,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,504,173411874,0aa36f89-135b-4ce8-be94-22b2051fdf5f,2021-04-24T01:34:03,,[],submitted_via_web,wfpmandeteam,[],GT,1,172,2,21,1 6 8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,9100.0,3.0,0.0,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,177,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173411874,0aa36f89-135b-4ce8-be94-22b2051fdf5f,2021-04-24T01:34:03,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,1,0,3033.333333333333,1
220,2242,2,23,3,3.0,1.0,2.0,2.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,3,0.0,0.0,1.0,0.0,2243,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,511,173411886,55d68a61-8122-4f88-a547-d0027db6e15d,2021-04-24T01:34:10,,[],submitted_via_web,wfpmandeteam,[],GT,1,173,2,23,1 8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,12350.0,3.0,0.0,,,,,,,4 5,0,0,0,1,1,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,2,1.0,178,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173411886,55d68a61-8122-4f88-a547-d0027db6e15d,2021-04-24T01:34:10,,[],submitted_via_web,wfpmandeteam,[],GT,1,1,0,0,1,0,4116.666666666667,1
221,2281,1,22,3,4.0,0.0,88.0,88.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,3,0.0,0.0,1.0,0.0,2282,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,522,173412629,dfcf2005-9216-4d74-ae38-8d98a76b1029,2021-04-24T01:51:32,,[],submitted_via_web,wfpmandeteam,[],GT,1,176,2,18,1 8 6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,13000.0,3.0,1.0,0.0,10.0,90.0,0.0,100.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,181,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173412629,dfcf2005-9216-4d74-ae38-8d98a76b1029,2021-04-24T01:51:32,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,1,0,4333.333333333333,1
222,2281,1,22,3,4.0,0.0,88.0,88.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,3,0.0,0.0,1.0,0.0,2282,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,522,173412629,dfcf2005-9216-4d74-ae38-8d98a76b1029,2021-04-24T01:51:32,,[],submitted_via_web,wfpmandeteam,[],GT,1,177,2,29,1 6 7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,13000.0,3.0,1.0,0.0,10.0,90.0,0.0,100.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,182,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173412629,dfcf2005-9216-4d74-ae38-8d98a76b1029,2021-04-24T01:51:32,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,1,0,4333.333333333333,1
229,2367,2,40,3,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,3,0.0,0.0,1.0,0.0,2368,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,543,173415252,690ea331-35df-4cd0-9aec-ac723538306e,2021-04-24T02:44:24,,[],submitted_via_web,wfpmandeteam,[],GT,1,184,2,40,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,10.4,3.0,0.0,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,2,1.0,189,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173415252,690ea331-35df-4cd0-9aec-ac723538306e,2021-04-24T02:44:24,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,1,0,3.466666666666667,1
230,2377,2,24,3,3.0,1.0,2.0,2.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,3,0.0,0.0,1.0,0.0,2378,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,546,173415256,08f4046f-afbe-48c5-a982-43ce78e7729d,2021-04-24T02:44:33,,[],submitted_via_web,wfpmandeteam,[],GT,1,185,2,24,1 2 6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,11700.0,3.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,2,5.0,190,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173415256,08f4046f-afbe-48c5-a982-43ce78e7729d,2021-04-24T02:44:33,,[],submitted_via_web,wfpmandeteam,[],GT,0,1,0,0,1,0,3900.0,1
239,2425,2,19,7,4.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2426,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,556,173420208,4e6bd73d-54f3-4182-922d-ee8e88a43b8d,2021-04-24T04:11:31,,[],submitted_via_web,,[],GT,1,188,2,19,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,9750.0,2.0,1.0,0.0,0.0,100.0,0.0,100.0,,3 8,0,0,1,0,0,0,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,1,,193,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,173420208,4e6bd73d-54f3-4182-922d-ee8e88a43b8d,2021-04-24T04:11:31,,[],submitted_via_web,,[],GT,1,1,0,0,1,0,4875.0,1
